Order ID,Customer ID,Customer Name,Segment,Order Date,Ship Date,Ship Mode,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
IN-107688,CU-0489,Customer_CU-0489,Consumer,2021-07-01,2021-07-05,First Class,Jharkhand,East,Office Supplies,Supplies,72.93,1,0.1,19.44
IN-107689,CU-0044,Customer_CU-0044,Corporate,2022-06-17,2022-06-23,Second Class,West Bengal,East,Technology,Machines,557.53,3,0.2,131.09
IN-107690,CU-0635,Customer_CU-0635,Corporate,2023-06-02,2023-06-08,Standard Class,Madhya Pradesh,Central,Office Supplies,Envelopes,130.15,1,0.0,27.91
IN-107691,CU-0009,Customer_CU-0009,Corporate,2021-11-02,2021-11-09,Standard Class,Odisha,East,Furniture,Bookcases,204.88,6,0.1,33.24
IN-107692,CU-0115,Customer_CU-0115,Consumer,2021-11-30,2021-12-05,First Class,Haryana,North,Office Supplies,Appliances,345.05,2,0.0,125.47
IN-107693,CU-0451,Customer_CU-0451,Consumer,2023-09-24,2023-09-30,Same Day,Assam,East,Technology,Machines,575.87,5,0.0,160.26
IN-107694,CU-0220,Customer_CU-0220,Consumer,2021-02-02,2021-02-07,Standard Class,Telangana,South,Technology,Copiers,1160.41,3,0.0,474.09
IN-107695,CU-0489,Customer_CU-0489,Consumer,2021-01-07,2021-01-12,Standard Class,Telangana,South,Technology,Machines,2465.23,4,0.0,804.95
IN-107696,CU-0554,Customer_CU-0554,Home Office,2022-09-19,2022-09-28,Second Class,Jharkhand,East,Technology,Phones,1683.26,5,0.1,434.01
IN-107697,CU-0407,Customer_CU-0407,Home Office,2022-02-21,2022-02-26,Second Class,Chhattisgarh,Central,Office Supplies,Appliances,25.33,1,0.0,6.98
IN-107698,CU-0703,Customer_CU-0703,Corporate,2021-10-23,2021-10-30,Same Day,Jharkhand,East,Office Supplies,Appliances,134.34,3,0.0,29.95
IN-107699,CU-0563,Customer_CU-0563,Consumer,2021-07-01,2021-07-08,Standard Class,Gujarat,West,Office Supplies,Fasteners,193.57,2,0.2,22.18
IN-107700,CU-0171,Customer_CU-0171,Corporate,2021-04-19,2021-04-24,Second Class,Odisha,East,Furniture,Furnishings,674.18,2,0.1,248.62
IN-107701,CU-0324,Customer_CU-0324,Home Office,2022-04-10,2022-04-16,First Class,Uttarakhand,North,Furniture,Tables,135.55,6,0.0,58.97
IN-107702,CU-0033,Customer_CU-0033,Corporate,2021-03-06,2021-03-08,Standard Class,Telangana,South,Technology,Accessories,368.22,2,0.3,16.8
IN-107703,CU-0601,Customer_CU-0601,Consumer,2022-04-12,2022-04-17,Standard Class,Odisha,East,Furniture,Bookcases,731.9,2,0.0,296.35
IN-107704,CU-0409,Customer_CU-0409,Consumer,2023-05-05,2023-05-13,Standard Class,Kerala,South,Office Supplies,Labels,45.35,1,0.1,17.3
IN-107705,CU-0177,Customer_CU-0177,Consumer,2023-08-12,2023-08-17,Standard Class,Punjab,North,Furniture,Bookcases,259.89,6,0.0,46.61
IN-107706,CU-0120,Customer_CU-0120,Corporate,2021-10-24,2021-10-28,Second Class,Delhi,North,Office Supplies,Supplies,371.77,2,0.3,61.63
IN-107707,CU-0364,Customer_CU-0364,Home Office,2021-07-08,2021-07-17,Second Class,Andhra Pradesh,South,Furniture,Chairs,317.91,5,0.5,6.37
IN-107708,CU-0071,Customer_CU-0071,Consumer,2021-06-28,2021-07-07,First Class,Assam,East,Office Supplies,Appliances,46.8,5,0.3,6.92
IN-107709,CU-0109,Customer_CU-0109,Consumer,2022-01-14,2022-01-20,Standard Class,Odisha,East,Furniture,Tables,163.68,2,0.0,34.04
IN-107710,CU-0348,Customer_CU-0348,Corporate,2023-05-31,2023-06-05,Standard Class,Punjab,North,Technology,Phones,897.35,1,0.0,284.61
IN-107711,CU-0046,Customer_CU-0046,Consumer,2021-07-01,2021-07-05,Second Class,Andhra Pradesh,South,Furniture,Furnishings,113.69,2,0.2,22.04
IN-107712,CU-0724,Customer_CU-0724,Corporate,2021-12-22,2021-12-25,Standard Class,Jharkhand,East,Furniture,Furnishings,271.0,2,0.0,58.4
IN-107713,CU-0507,Customer_CU-0507,Home Office,2023-07-31,2023-08-02,Standard Class,Bihar,East,Office Supplies,Appliances,121.5,5,0.0,52.71
IN-107714,CU-0654,Customer_CU-0654,Corporate,2023-08-08,2023-08-12,Second Class,Uttar Pradesh,North,Furniture,Furnishings,933.85,2,0.3,239.81
IN-107715,CU-0556,Customer_CU-0556,Consumer,2022-05-31,2022-06-06,First Class,Delhi,North,Furniture,Chairs,563.43,3,0.0,146.65
IN-107716,CU-0120,Customer_CU-0120,Corporate,2023-03-04,2023-03-11,Standard Class,Andhra Pradesh,South,Office Supplies,Labels,47.34,3,0.0,15.4
IN-107717,CU-0182,Customer_CU-0182,Corporate,2021-08-04,2021-08-09,Same Day,Haryana,North,Furniture,Bookcases,847.88,7,0.0,323.46
IN-107718,CU-0458,Customer_CU-0458,Corporate,2021-09-08,2021-09-13,Standard Class,Telangana,South,Technology,Accessories,507.98,4,0.0,114.64
IN-107719,CU-0088,Customer_CU-0088,Corporate,2022-10-17,2022-10-23,Standard Class,Maharashtra,West,Office Supplies,Fasteners,29.6,2,0.1,4.89
IN-107720,CU-0730,Customer_CU-0730,Corporate,2021-12-07,2021-12-11,Second Class,Chhattisgarh,Central,Technology,Copiers,569.73,3,0.3,22.35
IN-107721,CU-0674,Customer_CU-0674,Consumer,2022-07-06,2022-07-11,Standard Class,Tamil Nadu,South,Technology,Machines,2426.86,1,0.0,804.88
IN-107722,CU-0373,Customer_CU-0373,Home Office,2022-03-11,2022-03-18,Standard Class,Chhattisgarh,Central,Technology,Phones,771.79,1,0.1,204.34
IN-107723,CU-0411,Customer_CU-0411,Consumer,2021-09-29,2021-10-03,Standard Class,Jharkhand,East,Furniture,Bookcases,333.62,1,0.0,84.42
IN-107724,CU-0106,Customer_CU-0106,Corporate,2022-09-27,2022-10-01,Standard Class,Uttarakhand,North,Furniture,Bookcases,1223.87,3,0.3,246.82
IN-107725,CU-0541,Customer_CU-0541,Consumer,2022-04-07,2022-04-12,Standard Class,Uttarakhand,North,Office Supplies,Envelopes,24.82,2,0.2,4.52
IN-107726,CU-0652,Customer_CU-0652,Home Office,2022-08-10,2022-08-15,Standard Class,Gujarat,West,Furniture,Bookcases,118.1,6,0.4,24.06
IN-107727,CU-0099,Customer_CU-0099,Consumer,2022-01-24,2022-01-27,Standard Class,Uttarakhand,North,Technology,Accessories,155.36,3,0.1,54.44
IN-107728,CU-0696,Customer_CU-0696,Consumer,2022-07-20,2022-07-26,Standard Class,Assam,East,Furniture,Furnishings,445.02,1,0.3,15.63
IN-107729,CU-0036,Customer_CU-0036,Corporate,2021-01-10,2021-01-14,Same Day,Odisha,East,Office Supplies,Appliances,104.57,3,0.1,15.77
IN-107730,CU-0401,Customer_CU-0401,Corporate,2021-08-10,2021-08-12,Standard Class,Gujarat,West,Furniture,Furnishings,1134.77,3,0.3,276.8
IN-107731,CU-0763,Customer_CU-0763,Corporate,2022-07-30,2022-08-02,Standard Class,Uttar Pradesh,North,Office Supplies,Labels,112.07,6,0.1,22.8
IN-107732,CU-0069,Customer_CU-0069,Corporate,2023-09-08,2023-09-14,Standard Class,Uttarakhand,North,Furniture,Bookcases,239.05,5,0.0,100.81
IN-107733,CU-0554,Customer_CU-0554,Home Office,2021-11-26,2021-11-29,Standard Class,Madhya Pradesh,Central,Office Supplies,Paper,90.16,1,0.3,17.22
IN-107734,CU-0136,Customer_CU-0136,Home Office,2022-03-08,2022-03-12,Same Day,Andhra Pradesh,South,Office Supplies,Appliances,100.08,1,0.1,20.04
IN-107735,CU-0004,Customer_CU-0004,Consumer,2021-02-11,2021-02-16,Standard Class,Kerala,South,Technology,Machines,147.73,2,0.0,41.25
IN-107736,CU-0236,Customer_CU-0236,Consumer,2023-01-23,2023-01-28,Standard Class,Odisha,East,Office Supplies,Appliances,1032.05,1,0.0,398.31
IN-107737,CU-0482,Customer_CU-0482,Consumer,2023-03-07,2023-03-14,Same Day,Telangana,South,Office Supplies,Art,143.72,6,0.2,41.58
IN-107738,CU-0706,Customer_CU-0706,Consumer,2023-12-16,2023-12-19,Standard Class,Bihar,East,Furniture,Chairs,390.73,6,0.1,137.01
IN-107739,CU-0588,Customer_CU-0588,Corporate,2023-04-05,2023-04-08,Standard Class,Haryana,North,Office Supplies,Envelopes,156.59,3,0.1,37.09
IN-107740,CU-0199,Customer_CU-0199,Consumer,2021-07-13,2021-07-15,Standard Class,Uttarakhand,North,Technology,Accessories,1259.5,5,0.3,217.71
IN-107741,CU-0793,Customer_CU-0793,Consumer,2021-10-18,2021-10-27,Standard Class,Jharkhand,East,Office Supplies,Paper,79.32,1,0.3,3.75
IN-107742,CU-0385,Customer_CU-0385,Consumer,2021-04-07,2021-04-09,Standard Class,Telangana,South,Technology,Phones,376.86,1,0.0,137.14
IN-107743,CU-0316,Customer_CU-0316,Corporate,2021-04-10,2021-04-14,Standard Class,Haryana,North,Furniture,Tables,533.55,1,0.0,210.13
IN-107744,CU-0143,Customer_CU-0143,Consumer,2022-12-10,2022-12-14,Standard Class,Assam,East,Office Supplies,Fasteners,127.38,6,0.0,24.4
IN-107745,CU-0677,Customer_CU-0677,Consumer,2022-07-31,2022-08-04,Standard Class,Chhattisgarh,Central,Technology,Copiers,320.89,4,0.1,87.26
IN-107746,CU-0195,Customer_CU-0195,Home Office,2022-11-16,2022-11-18,Same Day,Assam,East,Technology,Accessories,2385.42,2,0.0,795.34
IN-107747,CU-0731,Customer_CU-0731,Home Office,2022-03-09,2022-03-14,Standard Class,Haryana,North,Office Supplies,Supplies,117.22,3,0.0,18.66
IN-107748,CU-0249,Customer_CU-0249,Consumer,2021-03-05,2021-03-08,Second Class,Jharkhand,East,Technology,Machines,1282.85,4,0.2,140.74
IN-107749,CU-0733,Customer_CU-0733,Home Office,2021-08-02,2021-08-08,Second Class,Chhattisgarh,Central,Furniture,Furnishings,1005.8,1,0.2,112.56
IN-107750,CU-0555,Customer_CU-0555,Consumer,2022-12-13,2022-12-20,First Class,Delhi,North,Furniture,Bookcases,336.13,3,0.1,47.3
IN-107751,CU-0625,Customer_CU-0625,Home Office,2022-09-26,2022-10-01,Second Class,Uttarakhand,North,Technology,Phones,884.71,2,0.0,163.96
IN-107752,CU-0150,Customer_CU-0150,Corporate,2023-02-02,2023-02-04,Standard Class,Bihar,East,Technology,Phones,1378.88,2,0.0,301.43
IN-107753,CU-0309,Customer_CU-0309,Home Office,2022-02-01,2022-02-08,Standard Class,West Bengal,East,Furniture,Tables,184.95,1,0.1,58.25
IN-107754,CU-0231,Customer_CU-0231,Consumer,2023-12-27,2024-01-02,Standard Class,Tamil Nadu,South,Technology,Copiers,698.3,1,0.1,259.72
IN-107755,CU-0494,Customer_CU-0494,Consumer,2021-01-30,2021-02-08,Standard Class,Tamil Nadu,South,Furniture,Bookcases,365.2,4,0.1,112.85
IN-107756,CU-0241,Customer_CU-0241,Consumer,2021-03-10,2021-03-15,Standard Class,Andhra Pradesh,South,Furniture,Chairs,153.72,3,0.0,54.6
IN-107757,CU-0265,Customer_CU-0265,Consumer,2023-01-21,2023-01-25,Standard Class,Maharashtra,West,Technology,Copiers,5355.47,4,0.0,1217.14
IN-107758,CU-0082,Customer_CU-0082,Consumer,2022-04-09,2022-04-17,Standard Class,Kerala,South,Office Supplies,Appliances,25.37,2,0.1,7.32
IN-107759,CU-0504,Customer_CU-0504,Consumer,2022-08-21,2022-08-26,Standard Class,Karnataka,South,Furniture,Bookcases,116.92,2,0.0,49.82
IN-107760,CU-0052,Customer_CU-0052,Home Office,2021-08-20,2021-08-28,Standard Class,Tamil Nadu,South,Technology,Phones,2170.7,6,0.1,614.81
IN-107761,CU-0531,Customer_CU-0531,Consumer,2023-04-16,2023-04-22,Standard Class,Tamil Nadu,South,Office Supplies,Fasteners,171.05,4,0.0,67.69
IN-107762,CU-0195,Customer_CU-0195,Home Office,2023-07-27,2023-08-04,Second Class,Assam,East,Technology,Copiers,264.18,2,0.0,110.78
IN-107763,CU-0040,Customer_CU-0040,Consumer,2022-08-03,2022-08-10,Standard Class,Tamil Nadu,South,Technology,Phones,1148.9,1,0.1,324.18
IN-107764,CU-0228,Customer_CU-0228,Consumer,2023-06-06,2023-06-14,Standard Class,Gujarat,West,Technology,Accessories,2492.56,1,0.1,355.12
IN-107765,CU-0448,Customer_CU-0448,Corporate,2022-09-12,2022-09-20,Standard Class,Chhattisgarh,Central,Furniture,Furnishings,322.4,3,0.1,72.7
IN-107766,CU-0028,Customer_CU-0028,Consumer,2021-06-15,2021-06-19,Standard Class,Jharkhand,East,Office Supplies,Labels,933.5,6,0.1,198.88
IN-107767,CU-0347,Customer_CU-0347,Consumer,2022-02-17,2022-02-23,Same Day,Odisha,East,Furniture,Tables,83.16,4,0.0,13.22
IN-107768,CU-0568,Customer_CU-0568,Consumer,2023-04-27,2023-05-02,First Class,Chhattisgarh,Central,Technology,Copiers,1241.95,1,0.0,271.35
IN-107769,CU-0391,Customer_CU-0391,Corporate,2021-11-11,2021-11-14,Second Class,Maharashtra,West,Office Supplies,Envelopes,257.21,2,0.2,66.64
IN-107770,CU-0727,Customer_CU-0727,Home Office,2023-07-11,2023-07-13,Standard Class,Gujarat,West,Office Supplies,Fasteners,200.78,5,0.1,29.4
IN-107771,CU-0288,Customer_CU-0288,Consumer,2023-01-01,2023-01-08,Standard Class,Punjab,North,Technology,Phones,553.4,5,0.3,106.65
IN-107772,CU-0579,Customer_CU-0579,Corporate,2022-08-18,2022-08-21,Standard Class,Maharashtra,West,Office Supplies,Fasteners,69.31,2,0.0,23.81
IN-107773,CU-0595,Customer_CU-0595,Consumer,2023-11-11,2023-11-19,First Class,West Bengal,East,Technology,Phones,992.01,3,0.0,384.81
IN-107774,CU-0164,Customer_CU-0164,Consumer,2021-05-02,2021-05-04,Second Class,Andhra Pradesh,South,Furniture,Bookcases,634.35,3,0.0,269.9
IN-107775,CU-0274,Customer_CU-0274,Consumer,2022-03-08,2022-03-14,Standard Class,Andhra Pradesh,South,Furniture,Furnishings,534.85,1,0.4,53.18
IN-107776,CU-0195,Customer_CU-0195,Home Office,2021-01-15,2021-01-18,First Class,Telangana,South,Office Supplies,Paper,229.53,1,0.1,34.35
IN-107777,CU-0303,Customer_CU-0303,Home Office,2023-02-07,2023-02-12,Standard Class,Jharkhand,East,Office Supplies,Art,35.98,2,0.2,9.33
IN-107778,CU-0029,Customer_CU-0029,Corporate,2022-05-27,2022-05-30,Standard Class,Telangana,South,Furniture,Furnishings,275.28,2,0.3,31.94
IN-107779,CU-0340,Customer_CU-0340,Consumer,2021-06-01,2021-06-07,First Class,Rajasthan,North,Office Supplies,Paper,38.63,4,0.2,3.43
IN-107780,CU-0229,Customer_CU-0229,Consumer,2023-11-26,2023-12-01,Same Day,Punjab,North,Office Supplies,Labels,63.59,1,0.1,18.62
IN-107781,CU-0640,Customer_CU-0640,Home Office,2021-03-07,2021-03-10,Standard Class,Odisha,East,Technology,Copiers,1658.55,5,0.0,620.35
IN-107782,CU-0504,Customer_CU-0504,Consumer,2023-01-30,2023-02-02,Second Class,Bihar,East,Technology,Copiers,733.03,4,0.0,288.67
IN-107783,CU-0666,Customer_CU-0666,Home Office,2023-02-28,2023-03-02,Standard Class,Assam,East,Office Supplies,Art,940.28,1,0.3,129.32
IN-107784,CU-0507,Customer_CU-0507,Home Office,2022-04-19,2022-04-23,First Class,Uttarakhand,North,Furniture,Furnishings,385.57,2,0.0,109.19
IN-107785,CU-0179,Customer_CU-0179,Consumer,2023-12-25,2024-01-03,Same Day,Chhattisgarh,Central,Furniture,Bookcases,346.46,1,0.4,5.11
IN-107786,CU-0418,Customer_CU-0418,Consumer,2023-10-25,2023-10-31,Standard Class,Bihar,East,Furniture,Bookcases,359.58,1,0.1,61.17
IN-107787,CU-0054,Customer_CU-0054,Corporate,2022-11-30,2022-12-03,Standard Class,Uttarakhand,North,Furniture,Bookcases,198.29,1,0.2,50.16
IN-107788,CU-0727,Customer_CU-0727,Home Office,2021-06-13,2021-06-20,Second Class,Chhattisgarh,Central,Office Supplies,Fasteners,85.45,5,0.2,19.9
IN-107789,CU-0461,Customer_CU-0461,Consumer,2021-09-13,2021-09-17,Standard Class,Maharashtra,West,Office Supplies,Binders,248.39,3,0.1,66.68
IN-107790,CU-0175,Customer_CU-0175,Consumer,2023-07-29,2023-08-03,First Class,Jharkhand,East,Technology,Copiers,736.99,4,0.0,324.16
IN-107791,CU-0332,Customer_CU-0332,Consumer,2023-07-08,2023-07-11,Standard Class,Odisha,East,Furniture,Tables,175.08,2,0.0,56.75
IN-107792,CU-0087,Customer_CU-0087,Consumer,2022-10-03,2022-10-08,First Class,Madhya Pradesh,Central,Technology,Accessories,289.29,6,0.3,65.41
IN-107793,CU-0592,Customer_CU-0592,Corporate,2021-09-04,2021-09-09,Standard Class,Telangana,South,Furniture,Furnishings,230.4,3,0.0,47.24
IN-107794,CU-0358,Customer_CU-0358,Corporate,2022-08-07,2022-08-11,Standard Class,Telangana,South,Technology,Copiers,710.86,4,0.2,214.16
IN-107795,CU-0109,Customer_CU-0109,Consumer,2021-03-21,2021-03-24,First Class,Bihar,East,Office Supplies,Art,263.55,4,0.2,62.4
IN-107796,CU-0284,Customer_CU-0284,Consumer,2021-07-27,2021-08-02,Second Class,Odisha,East,Office Supplies,Paper,26.94,2,0.0,11.88
IN-107797,CU-0730,Customer_CU-0730,Corporate,2023-07-07,2023-07-12,Standard Class,Gujarat,West,Office Supplies,Labels,67.5,5,0.1,15.06
IN-107798,CU-0650,Customer_CU-0650,Home Office,2023-08-22,2023-08-27,Standard Class,Bihar,East,Technology,Accessories,757.39,6,0.2,166.63
IN-107799,CU-0755,Customer_CU-0755,Consumer,2021-02-21,2021-02-25,First Class,Chhattisgarh,Central,Furniture,Tables,76.18,3,0.3,12.76
IN-107800,CU-0125,Customer_CU-0125,Corporate,2023-04-29,2023-05-05,Second Class,Punjab,North,Technology,Phones,314.12,6,0.0,96.04
IN-107801,CU-0147,Customer_CU-0147,Consumer,2021-07-19,2021-07-21,Second Class,Madhya Pradesh,Central,Technology,Accessories,360.72,2,0.0,143.95
IN-107802,CU-0777,Customer_CU-0777,Corporate,2023-06-27,2023-07-03,Standard Class,Madhya Pradesh,Central,Furniture,Chairs,174.73,3,0.4,6.83
IN-107803,CU-0531,Customer_CU-0531,Consumer,2023-07-03,2023-07-12,Second Class,Delhi,North,Technology,Machines,790.53,2,0.0,176.89
IN-107804,CU-0770,Customer_CU-0770,Consumer,2021-02-14,2021-02-19,Standard Class,Odisha,East,Office Supplies,Appliances,77.91,3,0.1,23.22
IN-107805,CU-0661,Customer_CU-0661,Home Office,2022-05-25,2022-05-28,First Class,Odisha,East,Technology,Phones,403.53,2,0.1,149.6
IN-107806,CU-0080,Customer_CU-0080,Consumer,2021-11-18,2021-11-20,Standard Class,Andhra Pradesh,South,Technology,Copiers,977.66,3,0.0,403.51
IN-107807,CU-0277,Customer_CU-0277,Corporate,2023-07-27,2023-08-01,Standard Class,Assam,East,Furniture,Furnishings,1310.89,2,0.0,398.55
IN-107808,CU-0497,Customer_CU-0497,Consumer,2023-03-11,2023-03-16,Standard Class,Haryana,North,Technology,Phones,2908.32,1,0.1,495.47
IN-107809,CU-0656,Customer_CU-0656,Consumer,2023-08-19,2023-08-22,Same Day,Jharkhand,East,Technology,Accessories,117.86,1,0.0,31.55
IN-107810,CU-0349,Customer_CU-0349,Consumer,2021-07-13,2021-07-19,Second Class,Kerala,South,Furniture,Chairs,524.09,1,0.2,76.81
IN-107811,CU-0614,Customer_CU-0614,Consumer,2021-06-25,2021-07-01,First Class,Assam,East,Office Supplies,Envelopes,76.69,4,0.1,28.97
IN-107812,CU-0622,Customer_CU-0622,Corporate,2023-11-25,2023-12-02,Second Class,Uttarakhand,North,Office Supplies,Paper,103.51,4,0.3,6.11
IN-107813,CU-0304,Customer_CU-0304,Consumer,2023-11-12,2023-11-16,Standard Class,Telangana,South,Technology,Accessories,464.77,4,0.0,76.98
IN-107814,CU-0618,Customer_CU-0618,Corporate,2021-05-14,2021-05-18,Second Class,Gujarat,West,Technology,Phones,739.39,3,0.0,216.43
IN-107815,CU-0505,Customer_CU-0505,Corporate,2023-10-19,2023-10-24,Standard Class,Bihar,East,Office Supplies,Supplies,103.16,4,0.1,22.51
IN-107816,CU-0426,Customer_CU-0426,Consumer,2021-09-14,2021-09-18,Standard Class,Haryana,North,Office Supplies,Binders,53.46,1,0.2,4.03
IN-107817,CU-0428,Customer_CU-0428,Consumer,2022-05-11,2022-05-20,Standard Class,Assam,East,Furniture,Chairs,161.24,2,0.2,11.89
IN-107818,CU-0216,Customer_CU-0216,Home Office,2021-06-03,2021-06-09,Standard Class,Jharkhand,East,Office Supplies,Labels,60.11,1,0.0,21.79
IN-107819,CU-0321,Customer_CU-0321,Corporate,2021-04-02,2021-04-11,Standard Class,Gujarat,West,Technology,Copiers,821.25,2,0.2,258.05
IN-107820,CU-0373,Customer_CU-0373,Home Office,2023-09-24,2023-10-01,Standard Class,Assam,East,Office Supplies,Appliances,154.33,3,0.0,43.19
IN-107821,CU-0578,Customer_CU-0578,Corporate,2022-04-22,2022-04-25,First Class,West Bengal,East,Office Supplies,Art,194.03,3,0.1,62.47
IN-107822,CU-0095,Customer_CU-0095,Consumer,2023-10-02,2023-10-09,First Class,Karnataka,South,Furniture,Furnishings,222.44,7,0.4,46.83
IN-107823,CU-0662,Customer_CU-0662,Consumer,2021-04-08,2021-04-17,Second Class,West Bengal,East,Office Supplies,Binders,116.22,3,0.0,49.48
IN-107824,CU-0702,Customer_CU-0702,Consumer,2022-06-04,2022-06-11,First Class,Bihar,East,Technology,Accessories,1581.69,2,0.2,251.7
IN-107825,CU-0256,Customer_CU-0256,Home Office,2022-01-11,2022-01-17,Standard Class,Assam,East,Technology,Accessories,1898.91,2,0.0,576.31
IN-107826,CU-0257,Customer_CU-0257,Consumer,2021-07-01,2021-07-04,Standard Class,Bihar,East,Technology,Copiers,630.84,3,0.0,164.08
IN-107827,CU-0251,Customer_CU-0251,Consumer,2022-04-05,2022-04-08,Standard Class,Andhra Pradesh,South,Furniture,Furnishings,276.79,2,0.3,53.46
IN-107828,CU-0028,Customer_CU-0028,Consumer,2023-01-11,2023-01-15,Second Class,Haryana,North,Office Supplies,Storage,106.91,2,0.0,39.2
IN-107829,CU-0062,Customer_CU-0062,Consumer,2023-11-21,2023-11-27,Standard Class,Assam,East,Furniture,Furnishings,131.66,1,0.4,27.06
IN-107830,CU-0522,Customer_CU-0522,Consumer,2022-07-03,2022-07-08,Standard Class,Madhya Pradesh,Central,Furniture,Bookcases,282.91,4,0.1,101.22
IN-107831,CU-0514,Customer_CU-0514,Consumer,2023-10-23,2023-10-28,First Class,Gujarat,West,Office Supplies,Supplies,175.94,3,0.2,13.67
IN-107832,CU-0111,Customer_CU-0111,Consumer,2021-08-23,2021-08-27,Standard Class,Uttarakhand,North,Office Supplies,Appliances,160.41,2,0.2,53.87
IN-107833,CU-0426,Customer_CU-0426,Consumer,2021-11-12,2021-11-18,Second Class,Jharkhand,East,Technology,Copiers,521.53,3,0.0,174.52
IN-107834,CU-0484,Customer_CU-0484,Consumer,2022-11-29,2022-12-04,Standard Class,Madhya Pradesh,Central,Technology,Machines,809.12,6,0.2,282.67
IN-107835,CU-0274,Customer_CU-0274,Consumer,2023-11-10,2023-11-17,First Class,Andhra Pradesh,South,Furniture,Furnishings,170.76,4,0.3,33.93
IN-107836,CU-0170,Customer_CU-0170,Corporate,2021-09-05,2021-09-09,Standard Class,Telangana,South,Furniture,Furnishings,579.86,5,0.2,182.82
IN-107837,CU-0002,Customer_CU-0002,Corporate,2021-02-25,2021-03-04,Standard Class,Maharashtra,West,Furniture,Chairs,310.36,5,0.1,85.32
IN-107838,CU-0723,Customer_CU-0723,Home Office,2021-10-01,2021-10-03,Standard Class,Uttarakhand,North,Furniture,Chairs,264.87,3,0.3,63.89
IN-107839,CU-0076,Customer_CU-0076,Corporate,2022-12-29,2023-01-01,First Class,Rajasthan,North,Technology,Machines,480.32,4,0.2,164.33
IN-107840,CU-0665,Customer_CU-0665,Corporate,2022-03-20,2022-03-24,Second Class,Uttar Pradesh,North,Furniture,Tables,314.09,3,0.2,97.09
IN-107841,CU-0363,Customer_CU-0363,Consumer,2023-09-22,2023-09-27,First Class,Uttarakhand,North,Technology,Copiers,444.48,1,0.0,173.27
IN-107842,CU-0368,Customer_CU-0368,Consumer,2023-11-30,2023-12-08,Standard Class,Maharashtra,West,Office Supplies,Fasteners,162.77,1,0.0,72.99
IN-107843,CU-0218,Customer_CU-0218,Corporate,2021-10-22,2021-10-28,Second Class,Karnataka,South,Furniture,Bookcases,240.75,3,0.1,70.36
IN-107844,CU-0056,Customer_CU-0056,Consumer,2022-02-17,2022-02-21,First Class,Chhattisgarh,Central,Furniture,Chairs,1181.3,3,0.0,418.22
IN-107845,CU-0283,Customer_CU-0283,Consumer,2023-04-08,2023-04-15,Second Class,Madhya Pradesh,Central,Technology,Phones,2486.64,1,0.0,376.13
IN-107846,CU-0308,Customer_CU-0308,Home Office,2021-01-03,2021-01-09,Second Class,Odisha,East,Furniture,Furnishings,161.87,1,0.5,12.09
IN-107847,CU-0688,Customer_CU-0688,Consumer,2023-10-05,2023-10-09,Standard Class,Gujarat,West,Furniture,Tables,349.24,4,0.3,57.2
IN-107848,CU-0440,Customer_CU-0440,Corporate,2022-04-27,2022-05-03,Standard Class,Bihar,East,Technology,Phones,370.34,3,0.0,91.03
IN-107849,CU-0474,Customer_CU-0474,Consumer,2023-02-07,2023-02-13,Standard Class,Punjab,North,Furniture,Furnishings,254.34,1,0.0,56.22
IN-107850,CU-0345,Customer_CU-0345,Consumer,2021-11-09,2021-11-14,Second Class,Assam,East,Furniture,Bookcases,1639.16,6,0.0,656.87
IN-107851,CU-0192,Customer_CU-0192,Consumer,2023-11-17,2023-11-22,Standard Class,Andhra Pradesh,South,Technology,Machines,504.31,1,0.0,207.69
IN-107852,CU-0671,Customer_CU-0671,Home Office,2023-12-17,2023-12-26,Standard Class,Uttar Pradesh,North,Office Supplies,Binders,124.49,3,0.2,15.7
IN-107853,CU-0180,Customer_CU-0180,Home Office,2021-12-17,2021-12-22,Standard Class,Andhra Pradesh,South,Furniture,Tables,509.31,6,0.2,70.85
IN-107854,CU-0073,Customer_CU-0073,Consumer,2022-03-27,2022-03-31,Standard Class,West Bengal,East,Technology,Accessories,270.27,3,0.0,115.55
IN-107855,CU-0018,Customer_CU-0018,Corporate,2023-10-11,2023-10-18,Standard Class,Chhattisgarh,Central,Office Supplies,Binders,41.7,7,0.0,8.59
IN-107856,CU-0473,Customer_CU-0473,Home Office,2021-08-05,2021-08-11,Standard Class,Odisha,East,Office Supplies,Labels,30.4,2,0.1,10.77
IN-107857,CU-0157,Customer_CU-0157,Corporate,2021-08-14,2021-08-17,Same Day,Tamil Nadu,South,Office Supplies,Labels,40.55,6,0.1,4.39
IN-107858,CU-0534,Customer_CU-0534,Corporate,2021-08-01,2021-08-07,Standard Class,Punjab,North,Furniture,Furnishings,33.78,2,0.0,7.7
IN-107859,CU-0346,Customer_CU-0346,Consumer,2022-08-13,2022-08-18,Standard Class,Telangana,South,Furniture,Furnishings,510.64,1,0.2,115.64
IN-107860,CU-0761,Customer_CU-0761,Consumer,2023-04-24,2023-04-29,Standard Class,Assam,East,Furniture,Tables,1708.47,2,0.0,656.03
IN-107861,CU-0352,Customer_CU-0352,Consumer,2022-08-28,2022-09-03,Second Class,West Bengal,East,Office Supplies,Binders,102.83,2,0.0,21.68
